ref_period_width,trade_period_width,number_of_parameters,mean,simulation_period_to,position_id_1,position_id_2
12,12,1,0.0008533065398003762,2008,0,24
100,5,1,0.0012114231348593432,2008,1,9
50,50,1,0.0008168506385655378,2008,1,10
12,5,1,0.0008508404729664855,2008,1,12
100,5,1,0.0012114231348593432,2008,1,21
12,5,1,0.0008508404729664855,2008,1,24
12,12,1,0.0009135163070188659,2008,7,12
12,12,1,0.0009135163070188659,2008,7,24
100,5,1,0.0009322059773767044,2008,8,9
12,5,1,0.0008368614239748425,2008,8,12
50,50,1,0.0010201865363154696,2008,8,20
50,25,1,0.0008931551979914587,2008,8,20
100,5,1,0.0009322059773767044,2008,8,21
12,5,1,0.0008368614239748425,2008,8,24
12,12,1,0.0008011759123164502,2008,9,12
100,5,1,0.0012114231348593432,2008,9,19
100,5,1,0.0009322059773767044,2008,9,22
12,12,1,0.0008011759123164502,2008,9,24
25,50,1,0.0008812735353440792,2008,10,11
12,5,1,0.0009622856553302304,2008,10,12
12,12,1,0.0008117842019202487,2008,10,12
50,50,1,0.0008168506385655378,2008,10,19
50,50,1,0.0009214188451376026,2008,10,20
50,25,1,0.0008290333802908352,2008,10,20
12,12,1,0.0009315919579188231,2008,10,23
12,5,1,0.0009622856553302304,2008,10,24
12,12,1,0.0008117842019202487,2008,10,24
25,50,1,0.0008812735353440792,2008,10,25
12,12,1,0.0009907474709154854,2008,11,12
12,12,1,0.0009907474709154854,2008,11,24
12,5,1,0.0008508404729664855,2008,12,19
12,12,1,0.0008011759123164502,2008,12,21
12,5,1,0.0008368614239748425,2008,12,22
12,12,1,0.0009907474709154854,2008,12,25
100,5,1,0.0012114231348593432,2008,19,21
12,5,1,0.0008508404729664855,2008,19,24
50,50,1,0.0010201865363154696,2008,20,22
50,25,1,0.0008931551979914587,2008,20,22
100,5,1,0.0009322059773767044,2008,21,22
12,12,1,0.0008011759123164502,2008,21,24
12,5,1,0.0008368614239748425,2008,22,24
12,12,1,0.0009907474709154854,2008,24,25
12,12,1,0.0008147250071047485,2009,0,12
12,12,1,0.0008147250071047485,2009,0,24
100,5,1,0.0009576236453290527,2009,1,9
100,5,1,0.0009576236453290527,2009,1,21
12,12,1,0.0009776548424577,2009,3,9
12,12,1,0.0009776548424577,2009,3,21
12,12,1,0.001000427480169066,2009,9,12
12,12,1,0.0009776548424577,2009,9,17
100,5,1,0.0009576236453290527,2009,9,19
12,12,1,0.001000427480169066,2009,9,24
12,12,1,0.001000427480169066,2009,12,21
12,12,1,0.0009776548424577,2009,17,21
100,5,1,0.0009576236453290527,2009,19,21
12,12,1,0.001000427480169066,2009,21,24
12,12,1,0.0008291097194049571,2010,9,12
12,12,1,0.0008291097194049571,2010,9,24
12,12,1,0.000811765689720778,2010,10,10
12,12,1,0.0008291097194049571,2010,12,21
12,12,1,0.0008291097194049571,2010,21,24
50,50,1,0.0008929630319631964,2011,0,6
12,5,1,0.0009651065023429146,2011,0,9
50,50,1,0.0010375298888659508,2011,0,10
12,12,1,0.000922871549101229,2011,0,10
50,50,1,0.0008929630319631964,2011,0,14
12,5,1,0.0009651065023429146,2011,0,21
100,5,1,0.0010147046830405995,2011,1,9
50,50,1,0.0010626922863021145,2011,1,10
12,12,1,0.0008310167506753986,2011,1,10
100,5,1,0.0010147046830405995,2011,1,21
150,12,1,0.0008010825613862962,2011,2,2
150,25,1,0.0008361084921082992,2011,2,9
150,12,1,0.0008010825613862962,2011,2,18
150,25,1,0.0008361084921082992,2011,2,21
12,12,1,0.0010235800033408249,2011,3,9
12,12,1,0.0010235800033408249,2011,3,21
50,50,1,0.001034555053957408,2011,4,10
12,50,1,0.0008133625478636261,2011,6,7
150,25,1,0.0008423890742761276,2011,6,9
150,50,1,0.0009002536072100968,2011,6,10
50,50,1,0.0008206154719944173,2011,6,10
150,25,1,0.0008423890742761276,2011,6,21
12,5,1,0.0009200312441998866,2011,7,9
12,50,1,0.0008133625478636261,2011,7,14
12,5,1,0.0009200312441998866,2011,7,21
100,5,1,0.001017575771617426,2011,8,9
100,5,1,0.001017575771617426,2011,8,21
150,12,1,0.000942367468451997,2011,9,9
100,5,1,0.0009258950106001847,2011,9,9
150,25,1,0.0008479816120871745,2011,9,9
150,5,1,0.0008387846827547624,2011,9,9
150,5,1,0.000825099742127897,2011,9,11
12,12,1,0.0009982693222053737,2011,9,12
150,25,1,0.0008423890742761276,2011,9,14
12,12,1,0.0010235800033408249,2011,9,17
150,25,1,0.0008361084921082992,2011,9,18
100,5,1,0.0010147046830405995,2011,9,19
150,12,1,0.000942367468451997,2011,9,21
100,5,1,0.0009258950106001847,2011,9,21
150,25,1,0.0008479816120871745,2011,9,21
150,5,1,0.0008387846827547624,2011,9,21
100,5,1,0.001017575771617426,2011,9,22
12,12,1,0.0009982693222053737,2011,9,24
150,5,1,0.000825099742127897,2011,9,25
12,12,1,0.0010906178325257485,2011,10,10
50,50,1,0.001020731143525066,2011,10,10
50,50,1,0.0009563879845202972,2011,10,13
150,50,1,0.0009002536072100968,2011,10,14
50,50,1,0.0008206154719944173,2011,10,14
50,50,1,0.001034555053957408,2011,10,16
