ref_period_width,trade_period_width,number_of_parameters,mean,simulation_period_to,position_id_1,position_id_2
12,50,1,0.0014569876391346056,2005,3,25
25,25,1,0.0012015446901306474,2005,3,25
12,5,1,0.0010900093249979436,2005,3,25
100,50,1,0.0008625621293954916,2005,3,25
12,50,1,0.0012246568147449759,2005,4,7
100,5,1,0.0011706415067070932,2005,4,7
100,12,1,0.0011706415067070932,2005,4,7
100,25,1,0.0011706415067070932,2005,4,7
12,12,1,0.0010023773736988503,2005,4,8
150,25,3,0.0011136297644889991,2005,4,10
150,50,3,0.001076300650896976,2005,4,10
100,25,3,0.0010454631550635034,2005,4,10
150,5,3,0.0010409602926374879,2005,4,10
100,50,1,0.0008625621293954916,2005,4,17
12,12,1,0.0008622368433654615,2005,4,17
12,5,1,0.0008585056222086011,2005,4,17
150,50,1,0.000804874322177288,2005,4,17
12,12,1,0.0010023773736988503,2005,4,22
12,50,1,0.0014910905242235158,2005,5,7
150,5,1,0.0014568403524788096,2005,5,7
100,12,3,0.001207241857123308,2005,5,7
12,50,3,0.0011009635279965796,2005,5,7
25,50,1,0.000949706549117977,2005,5,10
12,12,1,0.0009481708881553082,2005,5,10
150,25,1,0.0008782595808575934,2005,5,10
12,12,10,0.0008633792503295503,2005,5,10
12,12,1,0.001203596589745663,2005,5,11
12,50,1,0.0008583571322399859,2005,5,11
100,12,3,0.0010736022317226139,2005,5,17
25,12,1,0.0010131304800568737,2005,5,17
100,12,5,0.0009220704857809131,2005,5,17
25,12,1,0.0009474722588082802,2005,5,18
12,12,1,0.001203596589745663,2005,5,25
12,50,1,0.0008583571322399859,2005,5,25
150,5,1,0.0013831096634521673,2005,6,7
150,12,1,0.0012684925474912522,2005,6,7
100,25,1,0.0011706415067070932,2005,6,7
100,50,1,0.0011706415067070932,2005,6,7
12,12,3,0.0012205445335264624,2005,6,10
100,50,3,0.0010104111743384017,2005,6,10
25,5,3,0.0009890408364347546,2005,6,10
100,50,1,0.0009745867705586742,2005,6,10
25,50,1,0.0009433588319439139,2005,6,12
25,25,1,0.0009309879181667818,2005,6,17
100,50,1,0.0008625621293954916,2005,6,17
150,50,1,0.000804874322177288,2005,6,17
25,50,1,0.0009433588319439139,2005,6,24
12,5,1,0.001322876028608096,2005,7,7
25,50,1,0.0013059854827614497,2005,7,7
50,25,1,0.001303911805857026,2005,7,7
50,50,1,0.001303911805857026,2005,7,7
150,5,1,0.0013872828168218047,2005,7,8
12,25,1,0.0012626908053147443,2005,7,8
100,12,5,0.0012483620577355564,2005,7,8
100,12,10,0.0011844581821572131,2005,7,8
100,25,1,0.0011706415067070932,2005,7,9
100,50,1,0.0011706415067070932,2005,7,9
150,5,10,0.0009537477050256536,2005,7,9
50,25,1,0.0009521173255512624,2005,7,9
100,25,1,0.0015989364673208056,2005,7,10
100,50,1,0.0015989364673208056,2005,7,10
100,5,1,0.0015052244781791847,2005,7,10
12,25,5,0.0014606043055007672,2005,7,10
12,50,1,0.0013629732997130634,2005,7,11
100,12,1,0.0011706415067070932,2005,7,11
100,25,1,0.0011706415067070932,2005,7,11
100,50,1,0.0011706415067070932,2005,7,11
25,50,1,0.0013682577433489626,2005,7,12
12,50,10,0.0010872078442268444,2005,7,12
12,12,10,0.0010439379196197673,2005,7,12
12,25,10,0.001011979229204006,2005,7,12
150,5,1,0.0014396729817037705,2005,7,13
25,12,1,0.001194753589290685,2005,7,13
100,12,1,0.0011706415067070932,2005,7,13
100,25,1,0.0011706415067070932,2005,7,13
150,5,1,0.0013831096634521673,2005,7,14
150,12,1,0.0012684925474912522,2005,7,14
100,25,1,0.0011706415067070932,2005,7,14
100,50,1,0.0011706415067070932,2005,7,14
12,50,1,0.0014910905242235158,2005,7,15
150,5,1,0.0014568403524788096,2005,7,15
100,12,3,0.001207241857123308,2005,7,15
12,50,3,0.0011009635279965796,2005,7,15
12,50,1,0.0012246568147449759,2005,7,16
100,5,1,0.0011706415067070932,2005,7,16
100,12,1,0.0011706415067070932,2005,7,16
100,25,1,0.0011706415067070932,2005,7,16
100,50,1,0.0011681744742805657,2005,7,17
150,5,1,0.0011409060724550597,2005,7,17
150,12,1,0.0011012843180334653,2005,7,17
12,5,1,0.0010950495452804615,2005,7,17
12,50,1,0.0014240512603570666,2005,7,18
12,5,1,0.0013027426025195611,2005,7,18
100,25,1,0.0011706415067070932,2005,7,18
100,50,1,0.0011706415067070932,2005,7,18
100,25,1,0.001670825535245773,2005,7,19
100,50,1,0.001670825535245773,2005,7,19
100,12,1,0.0014821530845887424,2005,7,19
12,25,3,0.0012837036789975856,2005,7,19
12,12,5,0.0012763827526230127,2005,7,20
25,5,3,0.0012185674626609831,2005,7,20
12,12,3,0.0011785803704933056,2005,7,20
100,5,1,0.0011706415067070932,2005,7,20
100,25,1,0.0011706415067070932,2005,7,21
100,50,1,0.0011706415067070932,2005,7,21
150,5,10,0.0009537477050256536,2005,7,21
50,25,1,0.0009521173255512624,2005,7,21
150,5,1,0.0013872828168218047,2005,7,22
12,25,1,0.0012626908053147443,2005,7,22
100,12,5,0.0012483620577355564,2005,7,22
100,12,10,0.0011844581821572131,2005,7,22
12,50,1,0.0015048218233909042,2005,7,23
12,12,1,0.0014828707338873392,2005,7,23
150,5,1,0.0014313761085231267,2005,7,23
25,12,1,0.0014078950418939596,2005,7,23
25,50,1,0.0013682577433489626,2005,7,24
12,50,10,0.0010872078442268444,2005,7,24
12,12,10,0.0010439379196197673,2005,7,24
12,25,10,0.001011979229204006,2005,7,24
12,50,1,0.0013629732997130634,2005,7,25
100,12,1,0.0011706415067070932,2005,7,25
100,25,1,0.0011706415067070932,2005,7,25
100,50,1,0.0011706415067070932,2005,7,25
25,50,1,0.0012296088688560647,2005,8,10
12,12,1,0.0012202940886526664,2005,8,10
100,25,3,0.0009080576064273982,2005,8,10
100,12,3,0.0008257314660044937,2005,8,10
12,12,1,0.0012376202335144327,2005,8,11
12,12,1,0.0009578664794739612,2005,8,12
12,12,1,0.0010023773736988503,2005,8,16
100,12,5,0.0010124555242767383,2005,8,17
100,12,3,0.0010091528509554016,2005,8,17
100,5,1,0.0008986987102160105,2005,8,17
12,12,1,0.0008376126831319149,2005,8,23
12,12,1,0.0009578664794739612,2005,8,24
12,12,1,0.0012376202335144327,2005,8,25
12,12,3,0.000996737730458083,2005,9,10
100,25,1,0.0009745867705586742,2005,9,10
100,50,1,0.0009745867705586742,2005,9,10
25,5,1,0.0009667575841925628,2005,9,10
25,50,1,0.0009433588319439139,2005,9,12
100,50,1,0.0008625621293954916,2005,9,17
150,50,1,0.000804874322177288,2005,9,17
25,50,1,0.0009433588319439139,2005,9,24
100,25,3,0.0010454631550635034,2005,10,10
100,50,3,0.0010104111743384017,2005,10,10
100,25,1,0.0009745867705586742,2005,10,10
100,50,1,0.0009745867705586742,2005,10,10
12,12,1,0.0010938928943926335,2005,10,11
100,25,1,0.0009745867705586742,2005,10,11
100,50,1,0.0009745867705586742,2005,10,11
150,50,3,0.0009579034228667607,2005,10,11
12,25,1,0.0011248786316366648,2005,10,12
12,12,1,0.0011236632123285983,2005,10,12
12,12,3,0.0010271461711835004,2005,10,12
12,12,5,0.0009531498799071594,2005,10,12
150,25,3,0.0010614945698869639,2005,10,13
150,12,3,0.0010499604690168299,2005,10,13
100,25,3,0.0010454631550635034,2005,10,13
100,50,3,0.0010104111743384017,2005,10,13
12,12,3,0.0012205445335264624,2005,10,14
100,50,3,0.0010104111743384017,2005,10,14
25,5,3,0.0009890408364347546,2005,10,14
100,50,1,0.0009745867705586742,2005,10,14
25,50,1,0.000949706549117977,2005,10,15
12,12,1,0.0009481708881553082,2005,10,15
150,25,1,0.0008782595808575934,2005,10,15
12,12,10,0.0008633792503295502,2005,10,15
150,25,3,0.0011136297644889991,2005,10,16
150,50,3,0.0010763006508969757,2005,10,16
100,25,3,0.0010454631550635034,2005,10,16
150,5,3,0.0010409602926374879,2005,10,16
100,12,1,0.0013848795656289546,2005,10,17
100,5,1,0.0013618968270304502,2005,10,17
12,12,3,0.0013027265304163104,2005,10,17
100,50,1,0.0012933241224357315,2005,10,17
12,12,3,0.0009848086386469285,2005,10,18
150,50,3,0.0009579034228667607,2005,10,18
150,25,3,0.0009119222601912499,2005,10,18
150,12,3,0.0008853336654007891,2005,10,18
100,25,3,0.0010910539781707731,2005,10,19
100,12,3,0.001061373013707337,2005,10,19
100,50,3,0.0010560019974456708,2005,10,19
100,25,1,0.0009745867705586742,2005,10,19
100,25,3,0.0010454631550635034,2005,10,20
100,50,3,0.0010104111743384017,2005,10,20
100,25,1,0.0009745867705586742,2005,10,20
100,50,1,0.0009745867705586742,2005,10,20
12,12,3,0.000996737730458083,2005,10,21
100,25,1,0.0009745867705586742,2005,10,21
100,50,1,0.0009745867705586742,2005,10,21
25,5,1,0.0009667575841925628,2005,10,21
25,50,1,0.0012296088688560647,2005,10,22
12,12,1,0.0012202940886526664,2005,10,22
100,25,3,0.0009080576064273984,2005,10,22
100,12,3,0.0008257314660044937,2005,10,22
12,12,3,0.0011804682535090354,2005,10,23
12,12,5,0.0010984494585700953,2005,10,23
150,25,1,0.001096503722886606,2005,10,23
12,12,1,0.0010329728833911055,2005,10,23
12,25,1,0.0011248786316366648,2005,10,24
12,12,1,0.0011236632123285983,2005,10,24
12,12,3,0.0010271461711835004,2005,10,24
12,12,5,0.0009531498799071594,2005,10,24
12,12,1,0.0010938928943926335,2005,10,25
100,25,1,0.0009745867705586742,2005,10,25
100,50,1,0.0009745867705586742,2005,10,25
150,50,3,0.0009579034228667607,2005,10,25
12,50,1,0.0012864035519729135,2005,11,12
12,12,1,0.001203596589745663,2005,11,15
12,50,1,0.0008583571322399859,2005,11,15
12,50,1,0.0014569876391346056,2005,11,17
25,25,1,0.0012015446901306474,2005,11,17
12,5,1,0.0010900093249979436,2005,11,17
100,50,1,0.0008625621293954916,2005,11,17
12,50,1,0.0010885538682959461,2005,11,18
12,12,1,0.0012376202335144327,2005,11,22
12,50,1,0.0012864035519729135,2005,11,24
25,50,1,0.0009433588319439139,2005,12,12
25,12,1,0.0008199346888429538,2005,12,12
12,12,1,0.0009657119986911545,2005,12,13
25,50,1,0.0009433588319439139,2005,12,14
25,50,1,0.0009878147652572097,2005,12,17
25,12,1,0.0009596796795872304,2005,12,17
12,50,1,0.001217896555261569,2005,12,18
12,50,1,0.0008974584420667294,2005,12,19
25,50,1,0.0009433588319439139,2005,12,21
12,12,1,0.0009578664794739612,2005,12,22
12,12,1,0.0009193001020922709,2005,12,23
25,5,1,0.0008271678276966368,2005,12,23
25,50,1,0.0009433588319439139,2005,12,24
25,12,1,0.0008199346888429538,2005,12,24
12,50,1,0.0012864035519729135,2005,12,25
25,5,1,0.0011186553009682066,2005,13,17
25,25,1,0.001113633110574424,2005,13,17
25,12,1,0.001070028105463362,2005,13,17
12,12,3,0.0010373389061925692,2005,13,17
12,50,1,0.0008983956947296159,2005,13,18
25,12,1,0.0008481162161789394,2005,13,18
12,12,1,0.0009657119986911545,2005,13,24
25,25,1,0.0009309879181667818,2005,14,17
100,50,1,0.0008625621293954916,2005,14,17
150,50,1,0.000804874322177288,2005,14,17
25,50,1,0.0009433588319439139,2005,14,24
100,12,3,0.0010736022317226139,2005,15,17
25,12,1,0.0010131304800568737,2005,15,17
100,12,5,0.0009220704857809131,2005,15,17
25,12,1,0.0009474722588082802,2005,15,18
12,12,1,0.001203596589745663,2005,15,25
12,50,1,0.0008583571322399859,2005,15,25
100,50,1,0.0008625621293954916,2005,16,17
12,12,1,0.0008622368433654615,2005,16,17
12,5,1,0.0008585056222086011,2005,16,17
150,50,1,0.000804874322177288,2005,16,17
12,12,1,0.0010023773736988503,2005,16,22
25,25,1,0.0011342385620064616,2005,17,17
25,50,1,0.000893636327814239,2005,17,17
100,50,1,0.0008625621293954916,2005,17,17
150,50,1,0.000804874322177288,2005,17,17
12,50,1,0.001320767672604316,2005,17,18
25,25,1,0.001152592939581055,2005,17,18
25,12,1,0.0009504681238855308,2005,17,18
12,5,1,0.0008897772902005505,2005,17,18
100,50,1,0.0013652131903606984,2005,17,19
100,25,1,0.0012889850830717256,2005,17,19
100,12,1,0.0012194205396476238,2005,17,19
25,25,1,0.0008864153704583354,2005,17,19
25,5,1,0.0010466708036677116,2005,17,20
12,12,1,0.000959830296363317,2005,17,20
12,12,3,0.0009565903472920008,2005,17,20
25,25,1,0.0009029423576967726,2005,17,20
100,50,1,0.0008625621293954916,2005,17,21
150,50,1,0.000804874322177288,2005,17,21
100,12,5,0.0010124555242767383,2005,17,22
100,12,3,0.0010091528509554013,2005,17,22
100,5,1,0.0008986987102160105,2005,17,22
25,12,1,0.0009551594847292122,2005,17,23
100,12,1,0.0008970656882736499,2005,17,23
12,12,1,0.0008873913565417466,2005,17,23
100,50,1,0.0008625621293954916,2005,17,23
25,50,1,0.0009878147652572097,2005,17,24
25,12,1,0.0009596796795872304,2005,17,24
12,50,1,0.0014569876391346056,2005,17,25
25,25,1,0.0012015446901306474,2005,17,25
12,5,1,0.0010900093249979436,2005,17,25
100,50,1,0.0008625621293954916,2005,17,25
12,50,1,0.0008983956947296159,2005,18,18
12,50,1,0.0008983956947296159,2005,18,20
12,50,1,0.001217896555261569,2005,18,24
12,50,1,0.0010885538682959461,2005,18,25
12,50,1,0.0008974584420667294,2005,19,24
25,50,1,0.0009433588319439139,2005,21,24
12,12,1,0.0008376126831319149,2005,22,23
12,12,1,0.0009578664794739612,2005,22,24
12,12,1,0.0012376202335144327,2005,22,25
12,12,1,0.0009193001020922709,2005,23,24
25,5,1,0.0008271678276966368,2005,23,24
25,50,1,0.0009433588319439139,2005,24,24
25,12,1,0.0008199346888429538,2005,24,24
12,50,1,0.0012864035519729135,2005,24,25
100,25,1,0.0009212855089319091,2006,0,0
100,5,1,0.0008971279106427759,2006,0,0
100,12,1,0.0008794677918179292,2006,0,0
100,50,1,0.0008650724786154636,2006,0,0
100,25,1,0.001103894493740028,2006,0,1
100,50,1,0.0010476814634235829,2006,0,1
100,12,1,0.0010149890570490864,2006,0,1
100,12,3,0.0009049363732150159,2006,0,1
100,25,1,0.0009212855089319091,2006,0,2
100,50,1,0.0008650724786154636,2006,0,2
100,12,1,0.0008055781550335492,2006,0,3
100,25,1,0.0009212855089319091,2006,0,4
100,12,1,0.0008794677918179292,2006,0,4
100,50,1,0.0008650724786154636,2006,0,4
100,12,3,0.0008073869703126591,2006,0,4
25,50,1,0.0009679599966184384,2006,0,5
100,25,1,0.0009212855089319091,2006,0,6
100,50,1,0.0008650724786154636,2006,0,6
100,50,3,0.0008331856816898961,2006,0,6
12,50,1,0.0008352799786933906,2006,0,7
100,12,3,0.0008899717397641933,2006,0,8
100,25,1,0.0009212855089319091,2006,0,9
100,50,1,0.0008650724786154636,2006,0,9
100,5,1,0.00089326862996758,2006,0,10
12,50,1,0.0008781209354084312,2006,0,10
100,12,1,0.0008781047543252226,2006,0,10
100,25,1,0.0008492707977108827,2006,0,10
12,50,1,0.00133134952397456,2006,0,11
100,25,1,0.0009212855089319091,2006,0,11
100,12,1,0.0008794677918179292,2006,0,11
100,50,1,0.0008650724786154636,2006,0,11
25,50,1,0.0009238881248331155,2006,0,12
100,12,3,0.0009765805158655253,2006,0,13
100,25,1,0.0009212855089319091,2006,0,13
100,5,1,0.0009176146464468603,2006,0,13
100,50,1,0.0008650724786154636,2006,0,13
100,25,1,0.0009212855089319091,2006,0,14
100,50,1,0.0008650724786154636,2006,0,14
100,50,3,0.0008331856816898961,2006,0,14
25,50,1,0.0009679599966184384,2006,0,15
100,25,1,0.0009212855089319091,2006,0,16
100,12,1,0.0008794677918179292,2006,0,16
100,50,1,0.0008650724786154636,2006,0,16
100,12,3,0.0008073869703126591,2006,0,16
100,12,1,0.0008055781550335492,2006,0,17
100,25,1,0.0009212855089319091,2006,0,18
100,50,1,0.0008650724786154636,2006,0,18
100,25,1,0.001103894493740028,2006,0,19
100,50,1,0.0010476814634235829,2006,0,19
100,12,1,0.0010149890570490864,2006,0,19
100,12,3,0.0009049363732150159,2006,0,19
100,25,1,0.0009212855089319091,2006,0,20
100,5,1,0.0008971279106427759,2006,0,20
100,12,1,0.0008794677918179292,2006,0,20
100,50,1,0.0008650724786154636,2006,0,20
100,25,1,0.0009212855089319091,2006,0,21
100,50,1,0.0008650724786154636,2006,0,21
100,12,3,0.0008899717397641933,2006,0,22
25,12,5,0.0008019684525216785,2006,0,23
25,50,1,0.0009238881248331155,2006,0,24
12,50,1,0.00133134952397456,2006,0,25
100,25,1,0.0009212855089319091,2006,0,25
100,12,1,0.0008794677918179292,2006,0,25
100,50,1,0.0008650724786154636,2006,0,25
50,50,1,0.0008035520586925826,2006,1,2
100,50,1,0.0010602966018201931,2006,1,7
100,50,1,0.0009849905840660612,2006,1,10
100,25,1,0.0009838834960756173,2006,1,10
100,50,3,0.000872030976275878,2006,1,10
50,50,1,0.0008035520586925826,2006,1,18
12,50,1,0.0009714847051727817,2006,2,2
12,12,1,0.0009188478949243955,2006,2,3
25,50,1,0.0008173456311193128,2006,2,5
12,5,1,0.001222220963451697,2006,2,7
12,50,1,0.0010228514686177151,2006,2,7
50,12,1,0.0008033783847995072,2006,2,7
150,50,3,0.0008032492170883663,2006,2,10
12,50,1,0.0012360947432268551,2006,2,11
12,50,1,0.0009714847051727817,2006,2,13
25,50,1,0.0008173456311193128,2006,2,15
12,12,1,0.0009188478949243955,2006,2,17
12,50,1,0.0009714847051727817,2006,2,18
