ref_period_width,trade_period_width,number_of_parameters,mean,simulation_period_to,position_id_1,position_id_2
12,50,1,0.0008536631799818858,2005,7,24
12,50,1,0.0010539033653133728,2005,7,25
12,25,1,0.0010225328676174384,2005,7,25
100,5,1,0.0010502515506384993,2005,8,9
50,12,1,0.0008297532748218569,2005,8,9
50,25,1,0.0009273385898236901,2005,8,10
25,25,1,0.0008187488917344227,2005,8,10
50,12,1,0.0008088322320110494,2005,8,17
25,25,1,0.0014070576066550252,2005,8,18
50,50,1,0.000900896948674176,2005,8,20
25,25,1,0.0008123572610326506,2005,8,20
100,5,1,0.0010502515506384993,2005,8,21
50,12,1,0.0008297532748218569,2005,8,21
150,5,1,0.0013583968855866487,2005,9,9
150,12,1,0.0013583968855866487,2005,9,9
100,5,1,0.0012075329363470588,2005,9,9
100,25,1,0.0010815636558932629,2005,9,9
150,5,1,0.001237587565067163,2005,9,11
150,25,1,0.0011378297684613542,2005,9,11
150,12,1,0.0010280268623090564,2005,9,11
100,5,1,0.0008651511476244968,2005,9,11
12,50,1,0.0012500465883886307,2005,9,12
150,5,1,0.0010428144355691437,2005,9,12
150,12,1,0.0008988944108223524,2005,9,12
150,25,1,0.0010755902813646891,2005,9,13
150,12,1,0.0009995441712636974,2005,9,13
150,5,1,0.0009833145059811442,2005,9,13
100,5,1,0.0013940790534803856,2005,9,14
100,12,1,0.0013175946266427328,2005,9,14
100,25,1,0.0011607516659506813,2005,9,14
150,12,1,0.001105238713316933,2005,9,14
150,5,1,0.0012144950705583286,2005,9,15
150,25,1,0.0010755902813646891,2005,9,15
150,12,1,0.0008169321540610456,2005,9,15
150,5,1,0.0012513016063597307,2005,9,16
150,12,1,0.0010817823685626575,2005,9,16
150,25,1,0.0010755902813646891,2005,9,16
12,50,1,0.00117070733857167,2005,9,17
150,12,1,0.0010841450685912949,2005,9,17
150,50,1,0.0008994694279806793,2005,9,17
150,5,1,0.0013583968855866487,2005,9,18
150,12,1,0.0013583968855866487,2005,9,18
100,5,1,0.0010958792357161665,2005,9,18
100,25,1,0.0010815636558932629,2005,9,18
150,5,1,0.0010089773840174588,2005,9,19
150,25,1,0.0010755902813646891,2005,9,20
150,5,1,0.0013583968855866487,2005,9,21
150,12,1,0.0013583968855866487,2005,9,21
100,5,1,0.0012075329363470588,2005,9,21
100,25,1,0.0010815636558932629,2005,9,21
100,5,1,0.0010502515506384993,2005,9,22
50,12,1,0.0008297532748218569,2005,9,22
150,12,1,0.000849732057221825,2005,9,23
12,50,1,0.0012500465883886307,2005,9,24
150,5,1,0.0010428144355691437,2005,9,24
150,12,1,0.0008988944108223524,2005,9,24
150,5,1,0.001237587565067163,2005,9,25
150,25,1,0.0011378297684613542,2005,9,25
150,12,1,0.0010280268623090564,2005,9,25
100,5,1,0.0008651511476244968,2005,9,25
25,25,1,0.0010818346352968365,2005,10,10
25,50,1,0.0008023608225432055,2005,10,10
12,12,1,0.0008878091171468587,2005,10,13
25,50,1,0.0008518488948736537,2005,10,14
25,25,1,0.0009322521069567946,2005,10,16
25,5,1,0.0009870522725558568,2005,10,17
25,50,1,0.0008554492889206395,2005,10,17
25,5,1,0.001036089339149399,2005,10,18
25,25,1,0.0008719674593496335,2005,10,18
25,25,1,0.0008605003202186087,2005,10,19
25,25,1,0.0011364065815300725,2005,10,20
25,50,1,0.0011035175106490897,2005,10,20
50,25,1,0.0009273385898236901,2005,10,22
25,25,1,0.0008187488917344227,2005,10,22
12,25,1,0.0013037321273606608,2005,11,12
12,50,1,0.0009336522597632657,2005,11,12
12,25,1,0.0011852405258223392,2005,11,13
25,25,1,0.0008058811822153086,2005,11,13
12,50,1,0.0008965332693475727,2005,11,17
150,5,1,0.001237587565067163,2005,11,21
150,25,1,0.0011378297684613542,2005,11,21
150,12,1,0.0010280268623090564,2005,11,21
100,5,1,0.0008651511476244968,2005,11,21
12,25,1,0.0013037321273606608,2005,11,24
12,50,1,0.0009336522597632657,2005,11,24
12,25,1,0.0008145020735382561,2005,12,12
12,50,1,0.001449207751299328,2005,12,18
12,25,1,0.0013084136436372117,2005,12,18
12,50,1,0.0012500465883886307,2005,12,21
150,5,1,0.0010428144355691437,2005,12,21
150,12,1,0.0008988944108223524,2005,12,21
12,25,1,0.0008145020735382561,2005,12,24
12,25,1,0.0013037321273606608,2005,12,25
12,50,1,0.0009336522597632657,2005,12,25
50,12,1,0.0010162284358126905,2005,13,13
12,12,1,0.0009680076158928031,2005,13,13
50,12,1,0.0010162284358126905,2005,13,15
50,12,1,0.0008862470219639784,2005,13,17
25,25,1,0.0011655517474998313,2005,13,18
12,12,1,0.0008188359031521459,2005,13,18
12,12,1,0.0012577725244339439,2005,13,19
50,12,1,0.0009234913483248337,2005,13,20
100,12,1,0.0008328747267402247,2005,13,20
100,25,1,0.0008034103718476208,2005,13,20
150,25,1,0.0010755902813646891,2005,13,21
150,12,1,0.0009995441712636974,2005,13,21
150,5,1,0.0009833145059811442,2005,13,21
12,25,1,0.0011852405258223392,2005,13,25
25,25,1,0.0008058811822153086,2005,13,25
100,25,1,0.0008328690175753952,2005,14,14
100,50,1,0.0008328690175753952,2005,14,14
100,25,1,0.0008816135811578815,2005,14,17
100,5,1,0.000821961880056975,2005,14,18
100,12,1,0.000993177677075389,2005,14,20
100,25,1,0.0008670102773431997,2005,14,20
100,5,1,0.0013940790534803856,2005,14,21
100,12,1,0.0013175946266427328,2005,14,21
100,25,1,0.0011607516659506813,2005,14,21
150,12,1,0.001105238713316933,2005,14,21
50,12,1,0.0008952118202966887,2005,15,20
150,5,1,0.0012144950705583286,2005,15,21
150,25,1,0.0010755902813646891,2005,15,21
150,12,1,0.0008169321540610456,2005,15,21
50,12,1,0.0009481682595252564,2005,16,20
150,5,1,0.0012513016063597307,2005,16,21
150,12,1,0.0010817823685626575,2005,16,21
150,25,1,0.0010755902813646891,2005,16,21
25,25,1,0.0013419378565249261,2005,17,19
12,50,1,0.00117070733857167,2005,17,21
150,12,1,0.0010841450685912949,2005,17,21
150,50,1,0.0008994694279806793,2005,17,21
50,12,1,0.0008088322320110494,2005,17,22
12,50,1,0.0008965332693475727,2005,17,25
12,5,1,0.0011652744598682602,2005,18,18
25,12,1,0.0008593500484433473,2005,18,18
25,25,1,0.0013235015631368275,2005,18,19
150,5,1,0.0013583968855866487,2005,18,21
150,12,1,0.0013583968855866487,2005,18,21
100,5,1,0.0010958792357161665,2005,18,21
100,25,1,0.0010815636558932629,2005,18,21
25,25,1,0.0014070576066550252,2005,18,22
12,5,1,0.0008350898525356542,2005,18,23
12,50,1,0.001449207751299328,2005,18,24
12,25,1,0.0013084136436372117,2005,18,24
25,25,1,0.0008239655779385393,2005,19,20
150,5,1,0.0010089773840174588,2005,19,21
50,12,1,0.0010489934267092656,2005,20,20
150,25,1,0.0010755902813646891,2005,20,21
50,50,1,0.000900896948674176,2005,20,22
25,25,1,0.0008123572610326506,2005,20,22
150,5,1,0.0013583968855866487,2005,21,21
150,12,1,0.0013583968855866487,2005,21,21
100,5,1,0.0012075329363470588,2005,21,21
100,25,1,0.0010815636558932629,2005,21,21
100,5,1,0.0010502515506384993,2005,21,22
50,12,1,0.0008297532748218569,2005,21,22
150,12,1,0.000849732057221825,2005,21,23
12,50,1,0.0012500465883886307,2005,21,24
150,5,1,0.0010428144355691437,2005,21,24
150,12,1,0.0008988944108223524,2005,21,24
150,5,1,0.001237587565067163,2005,21,25
150,25,1,0.0011378297684613542,2005,21,25
150,12,1,0.0010280268623090564,2005,21,25
100,5,1,0.0008651511476244968,2005,21,25
12,25,1,0.0008145020735382561,2005,24,24
12,25,1,0.0013037321273606608,2005,24,25
12,50,1,0.0009336522597632657,2005,24,25
25,25,1,0.0009979748944761251,2006,0,0
12,50,1,0.00085558666192148,2006,0,0
25,25,1,0.0012448228736117223,2006,0,1
25,50,1,0.0008163773915466184,2006,0,1
12,50,1,0.0009188810319334502,2006,0,7
50,5,1,0.0008190666558085129,2006,0,8
25,25,1,0.0013274017737601048,2006,0,10
25,25,3,0.0010397113556727346,2006,0,10
25,25,1,0.0012448228736117223,2006,0,19
25,50,1,0.0008163773915466184,2006,0,19
25,25,1,0.0013866843922074555,2006,0,20
25,50,1,0.0012260668100344744,2006,0,20
50,5,1,0.0008190666558085129,2006,0,22
25,25,1,0.0008199557707061942,2006,1,1
25,25,1,0.0008675534496391809,2006,1,2
25,25,1,0.0011285829111978656,2006,1,3
25,25,1,0.001220743670009896,2006,1,10
50,25,1,0.0009798723388690653,2006,1,10
25,5,1,0.0008506761600766156,2006,1,10
12,12,1,0.0012762838498018604,2006,1,13
25,25,1,0.0011285829111978656,2006,1,17
25,25,1,0.0008675534496391809,2006,1,18
25,25,1,0.0008199557707061942,2006,1,19
25,25,1,0.001005443342717794,2006,1,20
12,12,1,0.0008358998347204955,2006,1,20
12,12,1,0.0008239457147528563,2006,1,23
25,25,1,0.0008016950639902164,2006,2,8
25,5,1,0.0013054541009140139,2006,2,10
12,5,1,0.0009166174017613552,2006,2,10
25,25,1,0.0008377466008920143,2006,2,10
12,50,1,0.0012112465432843184,2006,2,12
25,25,1,0.0008675534496391809,2006,2,19
25,25,1,0.0008016950639902164,2006,2,22
12,50,1,0.0012112465432843184,2006,2,24
25,5,1,0.0012697674398852057,2006,3,10
25,50,1,0.0008475218703099434,2006,3,10
25,25,1,0.0011285829111978656,2006,3,19
25,25,1,0.0012729609388926594,2006,4,10
50,12,1,0.0008999954799034517,2006,5,13
50,12,1,0.0008597469119033231,2006,5,20
100,5,1,0.0008136069187055577,2006,6,8
100,5,1,0.0008136069187055577,2006,6,22
12,50,1,0.0008647633554848561,2006,7,9
25,25,1,0.0009962790035967601,2006,7,10
12,50,1,0.0008647633554848561,2006,7,21
50,25,1,0.0011072256591150146,2006,8,10
25,25,1,0.0010211692420395622,2006,8,10
50,50,1,0.0008005098647946681,2006,8,10
50,25,1,0.0009840442058140848,2006,8,11
12,12,1,0.0008288794010381525,2006,8,13
100,5,1,0.0008136069187055577,2006,8,14
25,25,1,0.0008016950639902164,2006,8,18
50,50,1,0.001062125124677829,2006,8,20
50,12,1,0.0008838073767594831,2006,8,20
50,25,1,0.0008739912264157367,2006,8,20
50,25,1,0.0009840442058140848,2006,8,25
25,5,1,0.0008802717246580546,2006,9,10
12,50,1,0.0010663072676582088,2006,9,12
12,50,1,0.0010663072676582088,2006,9,24
25,25,1,0.0013818194281034753,2006,10,10
25,5,1,0.001057421079420531,2006,10,10
25,50,1,0.0008587741633028711,2006,10,10
25,5,1,0.0011609211944390982,2006,10,12
25,25,1,0.0012729609388926594,2006,10,16
25,5,1,0.0012697674398852057,2006,10,17
25,50,1,0.0008475218703099434,2006,10,17
25,5,1,0.0013054541009140139,2006,10,18
12,5,1,0.0009166174017613552,2006,10,18
25,25,1,0.0008377466008920143,2006,10,18
25,25,1,0.001220743670009896,2006,10,19
50,25,1,0.0009798723388690653,2006,10,19
25,5,1,0.0008506761600766156,2006,10,19
25,25,1,0.0014215340905454638,2006,10,20
25,50,1,0.0010779405488877815,2006,10,20
25,5,1,0.0008802717246580546,2006,10,21
50,25,1,0.0011072256591150146,2006,10,22
25,25,1,0.0010211692420395622,2006,10,22
50,50,1,0.0008005098647946681,2006,10,22
25,5,1,0.0011609211944390982,2006,10,24
12,50,1,0.0008360517091298016,2006,11,12
50,25,1,0.0009840442058140848,2006,11,22
12,50,1,0.0008360517091298016,2006,11,24
50,12,1,0.0008134014149970777,2006,12,13
12,50,1,0.0012112465432843184,2006,12,18
12,50,1,0.0010663072676582088,2006,12,21
12,50,1,0.0008360517091298016,2006,12,25
50,12,1,0.00089746671339794,2006,13,13
50,12,1,0.0008999954799034517,2006,13,15
12,12,1,0.0012762838498018604,2006,13,19
12,12,1,0.0008288794010381525,2006,13,22
50,12,1,0.0008134014149970777,2006,13,24
100,5,1,0.0008136069187055577,2006,14,22
50,12,1,0.0008597469119033231,2006,15,20
25,25,1,0.0011285829111978656,2006,17,19
25,25,1,0.0008675534496391809,2006,18,19
25,25,1,0.0008016950639902164,2006,18,22
12,50,1,0.0012112465432843184,2006,18,24
25,25,1,0.0008199557707061942,2006,19,19
25,25,1,0.001005443342717794,2006,19,20
12,12,1,0.0008358998347204955,2006,19,20
12,12,1,0.0008239457147528563,2006,19,23
50,50,1,0.001062125124677829,2006,20,22
50,12,1,0.0008838073767594831,2006,20,22
50,25,1,0.0008739912264157367,2006,20,22
12,50,1,0.0010663072676582088,2006,21,24
50,25,1,0.0009840442058140848,2006,22,25
12,50,1,0.0008360517091298016,2006,24,25
25,25,1,0.001172024834285523,2007,0,0
12,50,1,0.0009219600220900305,2007,0,0
25,50,1,0.0009038220455282462,2007,0,0
12,25,1,0.0008704641084013328,2007,0,0
25,25,1,0.0010515739300220148,2007,0,1
25,50,1,0.0009273895719176142,2007,0,1
25,12,1,0.0009318645060900394,2007,0,2
12,5,1,0.000889479787994158,2007,0,2
12,5,1,0.0010770489489125208,2007,0,3
12,5,3,0.000839010637751212,2007,0,3
100,50,1,0.0008234284391096914,2007,0,6
12,50,1,0.0011227340003462432,2007,0,7
12,25,1,0.0008952735926938711,2007,0,7
25,50,1,0.0008372056809786798,2007,0,7
25,25,3,0.000830586359196942,2007,0,7
25,25,1,0.0014534380310390184,2007,0,10
25,25,3,0.001040708290487225,2007,0,10
150,25,1,0.0009286402403079578,2007,0,10
25,50,1,0.0008944945610731195,2007,0,10
25,5,1,0.0008945049201344314,2007,0,12
100,50,1,0.0008234284391096914,2007,0,14
12,5,1,0.0010770489489125208,2007,0,17
12,5,3,0.000839010637751212,2007,0,17
25,12,1,0.0009318645060900394,2007,0,18
12,5,1,0.000889479787994158,2007,0,18
25,25,1,0.0010515739300220148,2007,0,19
25,50,1,0.0009273895719176142,2007,0,19
100,25,1,0.0008421346149466084,2007,0,20
25,5,1,0.0008945049201344314,2007,0,24
25,25,1,0.0009458961148785967,2007,1,3
12,12,1,0.0009037079891591316,2007,1,5
25,25,3,0.0008021555687045959,2007,1,7
25,25,1,0.0011512199492097162,2007,1,10
50,25,1,0.001056094318382801,2007,1,10
25,5,1,0.0008040790900438606,2007,1,10
50,12,1,0.0009545454529763613,2007,1,12
12,12,1,0.0009037079891591316,2007,1,15
25,25,1,0.0009458961148785967,2007,1,17
12,50,1,0.0008307572937405,2007,1,20
50,12,1,0.0009545454529763613,2007,1,24
12,50,1,0.0009901739194089125,2007,2,7
25,5,1,0.001191804906386551,2007,2,10
12,5,1,0.0010573459757877675,2007,2,10
12,50,1,0.000918061852754437,2007,2,12
50,5,1,0.0009129691830051996,2007,2,12
12,50,1,0.000918061852754437,2007,2,24
50,5,1,0.0009129691830051996,2007,2,24
12,25,1,0.0008509790155471897,2007,3,3
25,5,1,0.0011127148815939288,2007,3,10
25,50,1,0.0008483815873810961,2007,3,10
50,5,1,0.0012373879958171223,2007,3,12
50,12,1,0.0011256472682748574,2007,3,12
12,25,1,0.0008656383761129731,2007,3,12
12,25,1,0.0008509790155471897,2007,3,17
25,25,1,0.0009458961148785967,2007,3,19
50,5,1,0.0012373879958171223,2007,3,24
50,12,1,0.0011256472682748574,2007,3,24
12,25,1,0.0008656383761129731,2007,3,24
25,25,1,0.0014108224594829445,2007,4,10
12,12,1,0.0008633416740502546,2007,5,5
25,25,1,0.0008500562011372412,2007,5,7
50,5,1,0.000839293461281388,2007,5,12
50,12,1,0.001030622130918544,2007,5,13
12,12,1,0.0008633416740502546,2007,5,15
12,12,1,0.0009037079891591316,2007,5,19
50,12,1,0.0009991160797381152,2007,5,20
50,5,1,0.000839293461281388,2007,5,24
12,50,1,0.0011665415804901801,2007,7,9
25,25,1,0.0012041298979514935,2007,7,10
25,25,3,0.0010094634760897075,2007,7,10
25,50,3,0.00092593646331468,2007,7,10
25,50,1,0.0008216182212171958,2007,7,10
12,50,1,0.0010103522541698952,2007,7,11
12,25,1,0.0008828623076008498,2007,7,11
25,25,1,0.0008465851691923101,2007,7,11
25,50,1,0.0008457561880042413,2007,7,11
12,25,1,0.0008195144369753605,2007,7,12
25,25,1,0.0008500562011372412,2007,7,15
12,50,1,0.0009901739194089125,2007,7,18
25,25,3,0.0008021555687045959,2007,7,19
12,50,1,0.0011665415804901801,2007,7,21
12,25,1,0.0008195144369753605,2007,7,24
12,50,1,0.0010103522541698952,2007,7,25
12,25,1,0.0008828623076008498,2007,7,25
25,25,1,0.0008465851691923101,2007,7,25
25,50,1,0.0008457561880042413,2007,7,25
50,25,1,0.0010329691847117777,2007,8,10
50,50,1,0.0008594903231511312,2007,8,10
25,25,1,0.0008245768016101667,2007,8,10
50,25,1,0.0008880282331135675,2007,8,11
50,12,1,0.0009655967669329202,2007,8,12
50,25,1,0.0008018802041583033,2007,8,20
50,12,1,0.0009655967669329202,2007,8,24
50,25,1,0.0008880282331135675,2007,8,25
25,5,1,0.0009432841698493042,2007,9,10
12,50,1,0.0008046052886372777,2007,9,12
12,50,1,0.0008046052886372777,2007,9,24
25,25,1,0.0014960354571848535,2007,10,10
25,5,1,0.0011460269454939141,2007,10,10
25,50,1,0.0010906039487977204,2007,10,10
12,50,3,0.0009213839895579723,2007,10,10
25,25,1,0.00083888825112242,2007,10,11
12,5,1,0.0012685312984114508,2007,10,12
25,5,1,0.0010760512933789628,2007,10,12
50,5,1,0.0008434269410079427,2007,10,12
12,12,1,0.0008313124017692163,2007,10,13
25,25,1,0.0014108224594829445,2007,10,16
25,5,1,0.0011127148815939288,2007,10,17
25,50,1,0.0008483815873810961,2007,10,17
25,5,1,0.001191804906386551,2007,10,18
12,5,1,0.0010573459757877675,2007,10,18
25,25,1,0.0011512199492097162,2007,10,19
50,25,1,0.001056094318382801,2007,10,19
25,5,1,0.0008040790900438606,2007,10,19
100,50,1,0.0008869604948951917,2007,10,20
12,50,1,0.0008488029187800432,2007,10,20
25,5,1,0.0009432841698493042,2007,10,21
50,25,1,0.0010329691847117777,2007,10,22
50,50,1,0.0008594903231511312,2007,10,22
25,25,1,0.0008245768016101667,2007,10,22
12,5,1,0.0012685312984114508,2007,10,24
25,5,1,0.0010760512933789628,2007,10,24
50,5,1,0.0008434269410079427,2007,10,24
25,25,1,0.00083888825112242,2007,10,25
50,5,1,0.0009774146728998765,2007,11,12
12,25,1,0.0008354150283696012,2007,11,12
50,25,1,0.0008880282331135675,2007,11,22
50,5,1,0.0009774146728998765,2007,11,24
12,25,1,0.0008354150283696012,2007,11,24
50,5,1,0.0012300078517606238,2007,12,12
50,12,1,0.0009411658854542659,2007,12,12
12,25,1,0.0008874056324282253,2007,12,12
50,12,1,0.0012828767195432592,2007,12,13
50,5,1,0.000839293461281388,2007,12,15
50,5,1,0.0012373879958171223,2007,12,17
50,12,1,0.0011256472682748574,2007,12,17
12,25,1,0.0008656383761129731,2007,12,17
12,50,1,0.000918061852754437,2007,12,18
50,5,1,0.0009129691830051996,2007,12,18
50,12,1,0.0009545454529763613,2007,12,19
50,12,1,0.0012512632555101892,2007,12,20
50,5,1,0.0008915873771631058,2007,12,20
12,50,1,0.0008046052886372777,2007,12,21
50,12,1,0.0009655967669329202,2007,12,22
50,5,1,0.0012300078517606238,2007,12,24
50,12,1,0.0009411658854542659,2007,12,24
12,25,1,0.0008874056324282253,2007,12,24
50,5,1,0.0009774146728998765,2007,12,25
12,25,1,0.0008354150283696012,2007,12,25
50,12,1,0.001030622130918544,2007,13,15
50,12,1,0.0012828767195432592,2007,13,24
12,12,1,0.0008633416740502546,2007,15,15
12,12,1,0.0009037079891591316,2007,15,19
50,12,1,0.0009991160797381152,2007,15,20
50,5,1,0.000839293461281388,2007,15,24
12,25,1,0.0008509790155471897,2007,17,17
25,25,1,0.0009458961148785967,2007,17,19
50,5,1,0.0012373879958171223,2007,17,24
50,12,1,0.0011256472682748574,2007,17,24
12,25,1,0.0008656383761129731,2007,17,24
12,50,1,0.000918061852754437,2007,18,24
50,5,1,0.0009129691830051996,2007,18,24
12,50,1,0.0008307572937405,2007,19,20
50,12,1,0.0009545454529763613,2007,19,24
50,25,1,0.0008018802041583033,2007,20,22
50,12,1,0.0012512632555101892,2007,20,24
50,5,1,0.0008915873771631058,2007,20,24
12,50,1,0.0008046052886372777,2007,21,24
50,12,1,0.0009655967669329202,2007,22,24
50,25,1,0.0008880282331135675,2007,22,25
50,5,1,0.0012300078517606238,2007,24,24
50,12,1,0.0009411658854542659,2007,24,24
12,25,1,0.0008874056324282253,2007,24,24
50,5,1,0.0009774146728998765,2007,24,25
12,25,1,0.0008354150283696012,2007,24,25
25,25,1,0.0013474465679117259,2008,0,0
25,50,1,0.001119500481081139,2008,0,0
25,5,1,0.0010439382448785151,2008,0,0
25,25,1,0.0013384180079309429,2008,0,1
25,50,1,0.0012733963479577837,2008,0,1
12,5,1,0.0010200673680538733,2008,0,3
25,25,1,0.0008687991201380473,2008,0,4
12,50,1,0.0014592199994412252,2008,0,7
25,25,1,0.0009914982221060082,2008,0,7
25,50,1,0.0009633272512572921,2008,0,7
12,25,1,0.000904941457057122,2008,0,7
25,25,1,0.001710083013997429,2008,0,10
25,50,1,0.0012493323157822967,2008,0,10
25,25,3,0.0009501202423966452,2008,0,10
150,25,1,0.0008752736999082219,2008,0,10
25,25,1,0.0010686961614340357,2008,0,12
25,25,1,0.0008687991201380473,2008,0,16
12,5,1,0.0010200673680538733,2008,0,17
25,25,1,0.0013384180079309429,2008,0,19
25,50,1,0.0012733963479577837,2008,0,19
25,25,1,0.0009966544473625427,2008,0,20
25,50,1,0.000838850818200031,2008,0,20
25,25,1,0.0010686961614340357,2008,0,24
50,12,1,0.0008450045122945234,2008,1,1
25,25,1,0.0009807713468513936,2008,1,3
12,50,1,0.0010194320989158586,2008,1,7
25,25,1,0.001014395704573305,2008,1,7
25,50,1,0.0008586724411411351,2008,1,7
12,12,1,0.0008751303550310436,2008,1,8
25,25,1,0.0011259854596745158,2008,1,10
50,25,1,0.0009531762589742854,2008,1,10
50,5,1,0.0009104385987705566,2008,1,11
50,12,1,0.0010762679894672897,2008,1,12
50,5,1,0.0008171880374984508,2008,1,13
25,25,1,0.0009807713468513936,2008,1,17
50,12,1,0.0008450045122945234,2008,1,19
12,50,1,0.0008715357432951331,2008,1,20
12,12,1,0.0008751303550310436,2008,1,22
50,12,1,0.0010762679894672897,2008,1,24
50,5,1,0.0009104385987705566,2008,1,25
25,25,1,0.0010629751166212668,2008,2,7
25,50,1,0.0008908424390674668,2008,2,7
12,50,1,0.0010136026198263282,2008,3,7
50,12,1,0.0012173113777538876,2008,3,12
25,25,1,0.0009807713468513936,2008,3,19
12,25,1,0.0008312789014281428,2008,3,23
50,12,1,0.0012173113777538876,2008,3,24
25,25,1,0.0010607764175113632,2008,4,7
25,25,1,0.0013671430612737547,2008,4,10
12,12,1,0.0010599779717477506,2008,5,5
25,25,1,0.0011863499350393619,2008,5,7
